employee_id,department,job_level,education,performance_score,engagement_score,years_experience,years_at_company,leadership_trait_score,peer_feedback_score,manager_feedback_score,innovation_score,learning_hours,projects_led,promotion_last_3yrs,absenteeism_days,attrition_risk_score,future_leader
EMP10416,Sales,Lead,Master,78.1,81.7,11.0,4.0,65.4,3.93,2.83,74.2,37.4,2,0,6,6.4,0
EMP10417,Marketing,Mid,Master,81.0,78.2,8.0,2.0,58.0,,3.72,71.3,5.1,3,1,6,39.5,1
EMP10418,Engineering,Lead,Master,76.8,60.4,9.3,5.3,72.0,4.12,3.63,41.0,60.2,2,0,6,11.6,1
EMP10419,Product,Junior,Diploma,69.6,70.3,6.6,2.7,63.3,3.71,4.02,74.5,24.0,2,0,6,24.6,0
EMP10420,Operations,Mid,Bachelor,78.2,65.8,4.5,1.8,91.7,3.95,4.62,75.1,58.4,1,0,6,33.9,1
EMP10421,Sales,Senior,Bachelor,73.9,67.4,7.5,1.5,86.8,3.17,2.82,84.9,23.6,1,0,6,19.7,0
EMP10422,Sales,Mid,Bachelor,63.4,96.5,9.4,5.5,76.9,5.0,4.15,98.9,20.7,0,0,6,29.1,1
EMP10423,Sales,Senior,Bachelor,92.4,47.1,9.5,3.5,73.3,3.32,4.47,37.9,36.1,1,0,6,37.7,0
EMP10424,Operations,Mid,Bachelor,,66.9,4.8,1.5,66.8,4.71,3.62,58.8,75.6,1,0,6,18.2,1
EMP10425,Marketing,Senior,Bachelor,80.5,,8.7,2.0,50.3,3.58,3.65,53.1,50.7,1,1,6,39.8,0
EMP10426,Engineering,Mid,Bachelor,45.4,50.9,9.0,3.9,65.0,4.22,4.04,67.8,38.1,3,1,6,22.1,1
EMP10427,Marketing,Mid,Master,86.0,61.6,9.2,7.1,69.4,4.18,3.99,65.2,35.8,2,0,6,75.1,0
EMP10428,Sales,Junior,Bachelor,88.2,63.1,1.2,0.5,71.2,4.45,4.16,61.3,30.1,0,0,6,31.7,0
EMP10429,Marketing,Junior,Bachelor,72.3,67.1,2.9,1.9,74.6,3.15,4.14,81.4,57.1,0,0,6,11.8,1
EMP10430,Product,Senior,Master,78.1,49.3,9.2,6.4,80.9,4.4,3.06,47.4,42.7,1,0,6,18.4,0
EMP10431,Marketing,Junior,Master,78.1,77.7,0.8,0.3,58.3,4.9,4.44,48.3,12.4,1,1,6,51.7,1
EMP10432,Operations,Junior,Master,64.9,78.7,2.9,2.1,58.4,3.53,4.57,48.6,16.6,1,0,6,23.5,0
EMP10433,Marketing,Junior,Master,78.0,76.6,3.0,1.9,88.3,3.72,3.88,59.2,38.8,1,1,6,6.7,1
EMP10434,Sales,Junior,Master,63.1,58.7,5.5,3.1,78.8,3.36,2.7,45.3,15.0,1,1,6,49.8,0
EMP10435,Engineering,Lead,Bachelor,65.3,71.1,13.7,2.7,62.5,,3.67,64.2,30.9,2,0,6,24.7,0
EMP10436,Sales,Mid,Bachelor,84.4,58.3,5.3,1.2,66.5,4.81,3.89,62.4,44.5,2,0,6,46.3,0
EMP10437,Finance,Manager,Master,,65.7,12.5,10.6,66.6,3.05,2.95,52.4,36.2,3,0,6,50.0,0
EMP10438,Operations,Junior,Bachelor,64.2,98.0,4.5,3.2,68.4,3.09,3.5,79.0,13.6,1,0,6,32.3,0
EMP10439,Operations,Senior,Bachelor,63.9,71.2,7.7,6.2,74.6,4.75,2.76,64.0,17.2,2,0,6,75.3,0
EMP10440,Marketing,Mid,Bachelor,64.9,54.6,7.3,5.7,99.0,4.11,4.18,82.0,36.8,1,1,6,4.1,1
EMP10441,Sales,Mid,Bachelor,80.1,72.3,5.8,1.2,70.7,5.0,3.87,61.9,71.5,3,0,6,17.3,1
EMP10442,Operations,Lead,Bachelor,61.0,52.4,8.9,6.4,77.3,3.41,2.6,64.6,27.5,2,0,6,31.0,0
EMP10443,Engineering,Manager,Bachelor,75.9,54.4,10.9,5.4,44.4,3.78,4.0,56.0,45.2,4,0,6,75.9,0
EMP10444,Engineering,Lead,PhD,80.2,56.5,14.2,10.1,61.2,3.27,3.71,64.9,36.4,1,0,6,67.2,0
EMP10445,Operations,Junior,Diploma,71.0,64.2,2.7,0.6,85.2,3.79,4.11,76.4,20.3,0,0,6,56.6,0
EMP10446,Product,Junior,Bachelor,83.1,82.2,6.6,2.6,73.6,2.55,3.48,58.4,45.5,1,1,6,15.9,1
EMP10447,Operations,Senior,Diploma,68.7,77.5,7.9,5.4,20.0,4.15,3.19,73.3,10.5,3,0,6,18.9,0
EMP10448,Sales,Mid,Bachelor,69.6,76.8,6.6,4.7,77.4,3.91,3.21,52.0,43.8,1,0,6,16.3,0
EMP10449,Operations,Senior,Diploma,61.3,55.7,14.3,8.6,94.9,3.66,3.37,77.1,37.5,1,0,6,20.9,1
EMP10450,Sales,Mid,Diploma,83.2,63.0,3.7,1.5,40.1,3.45,3.76,55.7,21.4,1,0,6,60.5,0
EMP10451,Product,Mid,Bachelor,63.6,73.5,1.8,0.7,89.3,3.12,3.85,78.6,15.8,1,0,6,27.4,1
EMP10452,Operations,Lead,Master,75.8,61.8,13.8,11.4,29.2,4.17,3.62,66.0,22.4,3,1,6,31.9,1
EMP10453,Engineering,Senior,Diploma,71.2,66.4,7.2,3.5,81.1,,3.45,89.3,19.4,1,0,6,47.0,0
EMP10454,Sales,Junior,Diploma,60.4,75.7,3.0,1.5,67.9,4.03,,46.5,25.2,0,1,6,1.4,0
EMP10455,Engineering,Junior,Diploma,,65.5,1.7,1.0,35.1,5.0,5.0,41.4,23.7,1,1,6,34.2,0
EMP10456,Product,Senior,Master,87.2,72.9,9.6,4.5,74.2,4.67,3.21,55.1,21.4,1,0,6,12.1,0
EMP10457,HR,Mid,Bachelor,74.2,90.7,3.9,2.2,84.1,2.72,3.36,42.8,10.2,1,0,6,23.4,0
EMP10458,Marketing,Mid,PhD,60.9,67.8,5.6,2.7,73.1,3.35,5.0,42.9,14.5,4,1,6,22.2,1
EMP10459,Operations,Mid,Master,75.4,85.3,7.0,5.2,76.2,3.97,4.04,74.9,49.1,2,1,6,18.2,1
EMP10460,Finance,Senior,Master,70.4,77.3,6.8,5.4,62.2,,2.78,64.9,21.7,1,0,6,35.1,0
EMP10461,Sales,Lead,Bachelor,99.0,50.9,9.5,7.7,,2.79,4.34,57.3,25.5,8,0,6,39.8,0
EMP10462,Product,Mid,Master,75.1,55.7,5.2,2.9,77.7,3.95,3.11,58.8,23.0,3,0,6,31.0,0
EMP10463,Engineering,Mid,Bachelor,,59.2,2.9,1.4,92.5,3.69,4.39,55.4,57.7,1,1,6,41.0,1
EMP10464,Finance,Mid,,87.6,58.9,5.1,3.4,83.8,4.94,3.6,91.4,19.2,1,1,6,18.8,1
EMP10465,Operations,Mid,Bachelor,51.7,68.8,6.3,4.7,40.2,3.54,3.44,53.2,18.4,2,1,6,44.9,0
EMP10466,Operations,Mid,Master,73.0,78.0,5.1,2.9,46.8,4.46,4.88,43.8,38.0,0,0,6,27.2,0
EMP10467,Product,Mid,PhD,93.9,86.3,5.4,3.5,56.2,2.88,4.15,77.7,32.1,1,0,6,20.8,0
EMP10468,Sales,Senior,Bachelor,70.7,74.0,9.0,6.2,45.7,3.03,4.43,61.5,38.5,0,1,6,17.4,0
EMP10469,Finance,Junior,Master,52.9,64.2,1.6,1.0,68.6,4.17,4.05,97.6,37.3,1,0,6,29.1,0
EMP10470,HR,Junior,Bachelor,67.6,42.9,4.5,3.1,,4.4,3.44,56.6,46.1,1,1,6,70.9,0
EMP10471,HR,Junior,Diploma,88.0,70.9,6.2,2.1,48.0,3.08,4.18,78.5,13.4,2,0,6,31.1,0
EMP10472,Sales,Lead,Master,76.1,70.3,10.0,5.2,78.9,3.72,4.6,82.3,36.1,2,1,6,11.7,1
EMP10473,Sales,Senior,Bachelor,62.8,72.4,10.1,5.9,76.4,2.8,3.84,56.7,18.5,5,0,6,48.5,0
EMP10474,Engineering,Junior,Bachelor,64.5,97.4,2.5,0.5,60.3,3.58,5.0,53.1,8.3,0,0,6,19.0,1
EMP10475,Engineering,Lead,,65.8,86.1,11.8,8.9,65.6,4.24,4.35,76.9,37.1,0,0,6,34.6,1
EMP10476,HR,Mid,Bachelor,76.0,80.2,9.4,5.6,40.7,,3.9,74.2,36.1,1,0,6,19.7,0
EMP10477,Operations,Mid,Diploma,86.7,57.5,7.1,2.0,63.3,3.54,3.93,42.4,28.8,1,0,6,57.7,0
EMP10478,Operations,Manager,Master,83.6,63.3,9.1,6.6,,2.97,3.85,46.9,46.5,2,1,6,23.0,0
EMP10479,HR,Junior,Bachelor,77.0,68.8,4.0,2.7,70.4,3.28,2.87,24.4,18.5,0,0,6,57.8,0
EMP10480,HR,Junior,PhD,57.4,59.9,5.7,3.9,73.3,4.84,3.69,74.5,40.2,2,0,6,15.3,0
EMP10481,Engineering,Mid,Bachelor,57.4,76.5,5.5,2.5,71.4,3.75,3.9,60.8,26.7,0,0,6,26.0,0
EMP10482,Finance,Junior,PhD,77.9,74.6,5.2,3.9,64.3,3.05,3.46,62.4,27.8,2,1,6,56.8,0
EMP10483,Engineering,Senior,Bachelor,,55.9,7.5,3.5,72.0,3.5,3.99,37.9,9.1,1,1,6,38.0,0
EMP10484,Sales,Junior,Master,69.5,85.6,0.0,0.0,82.0,2.66,3.76,47.4,46.7,0,1,6,70.5,0
EMP10485,HR,Junior,Diploma,75.3,71.3,3.3,0.7,66.7,3.04,4.29,57.4,35.4,1,1,6,27.3,0
EMP10486,HR,Junior,Bachelor,59.5,47.5,0.0,0.0,72.4,4.58,4.21,54.2,39.4,2,0,6,41.1,1
EMP10487,Engineering,Mid,Master,60.7,69.3,5.5,3.7,65.4,3.61,3.87,66.9,17.1,0,1,6,66.8,0
EMP10488,Finance,Junior,Diploma,71.0,73.7,5.8,3.3,58.9,4.93,2.79,74.3,33.3,3,0,6,4.5,1
EMP10489,Finance,Junior,Bachelor,77.5,82.6,0.0,0.0,,,5.0,99.0,26.7,2,0,6,1.0,1
EMP10490,Operations,Lead,,83.7,65.6,8.2,6.0,60.2,3.68,3.65,64.7,36.3,4,0,6,18.9,1
EMP10491,Operations,Mid,Master,78.7,80.8,3.7,2.4,73.4,4.12,3.69,82.8,32.5,0,0,6,45.1,0
EMP10492,Operations,Mid,Bachelor,72.8,72.4,5.9,2.2,68.4,1.96,3.51,51.7,63.3,1,1,6,3.0,0
EMP10493,Engineering,Junior,Bachelor,63.8,52.9,2.2,1.8,63.7,3.83,3.41,38.2,53.7,0,0,6,46.2,0
EMP10494,Marketing,Mid,Bachelor,60.2,51.6,9.1,6.0,63.4,3.67,4.83,59.4,25.1,2,1,6,45.2,1
EMP10495,Finance,Mid,Master,66.4,84.6,8.1,6.8,60.9,4.67,4.72,39.4,37.1,2,1,6,66.0,1
EMP10496,HR,Senior,Bachelor,76.5,85.5,10.1,8.4,45.0,4.33,4.06,65.2,24.0,2,0,6,48.4,0
EMP10497,Operations,Junior,Bachelor,75.7,74.2,3.3,2.6,73.4,2.96,3.67,52.5,45.9,0,0,6,38.2,0
EMP10498,Engineering,Lead,PhD,48.9,89.4,11.9,8.2,71.2,4.51,,33.7,27.3,2,0,6,53.4,0
EMP10499,Finance,Lead,Master,63.4,83.7,9.1,5.4,,3.53,,92.8,22.2,2,0,6,39.6,1
EMP10500,Operations,Junior,PhD,,78.9,4.9,1.5,60.6,3.11,3.62,56.4,33.1,1,1,6,22.5,1
EMP10501,Product,Junior,Bachelor,72.9,58.2,0.6,0.3,94.5,3.83,3.99,38.8,51.6,4,0,6,13.9,1
EMP10502,Product,Junior,Diploma,56.4,92.5,4.8,3.3,62.7,3.57,3.44,79.4,47.6,3,0,6,18.1,0
EMP10503,Finance,Senior,Master,97.9,77.0,11.6,6.2,55.7,4.7,3.93,53.3,22.9,2,0,6,30.4,1
EMP10504,Finance,Junior,Bachelor,71.7,,3.5,2.7,54.1,3.92,3.89,82.4,60.6,1,0,6,36.5,0
EMP10505,Marketing,Lead,PhD,76.2,61.3,10.6,2.9,43.7,3.83,4.17,53.3,17.7,2,0,6,1.0,0
EMP10506,Engineering,Senior,Bachelor,76.4,73.3,9.9,4.4,89.5,4.29,3.32,56.3,20.8,0,0,6,27.9,0
EMP10507,Marketing,Lead,Bachelor,68.0,48.3,4.7,2.5,87.2,4.41,4.25,70.5,44.9,9,0,6,36.8,1
EMP10508,Finance,Mid,Bachelor,64.0,,6.7,3.2,76.4,4.21,3.12,74.5,8.4,1,1,6,40.6,0
EMP10509,Sales,Manager,Master,95.3,57.6,12.8,3.5,55.5,4.62,3.35,77.3,29.5,3,0,6,63.9,0
EMP10510,Sales,Junior,Bachelor,83.0,74.8,2.9,0.9,93.4,4.1,,63.6,25.0,0,0,6,34.9,0
EMP10511,Marketing,Mid,Bachelor,81.0,63.2,7.6,5.7,63.1,3.81,3.0,73.5,62.3,1,0,6,17.3,0
EMP10512,Sales,Mid,Bachelor,,66.6,5.8,3.0,64.2,4.51,4.46,76.9,15.9,0,0,6,1.0,0
EMP10513,Engineering,Manager,Bachelor,61.0,60.2,10.5,2.4,88.1,3.64,3.07,68.2,16.9,5,0,6,46.5,0
EMP10514,Engineering,Mid,Bachelor,86.1,67.9,5.7,1.2,77.2,3.72,3.26,62.7,66.5,3,1,6,17.1,1
EMP10515,Engineering,Senior,Master,62.7,94.6,9.1,4.6,98.8,4.82,4.63,41.9,25.2,1,0,6,43.6,1
EMP10516,Engineering,Junior,Bachelor,75.1,88.0,3.3,1.0,71.5,4.75,3.35,74.6,50.6,0,0,6,54.3,0
EMP10517,Operations,Manager,Bachelor,54.0,74.6,13.4,8.8,62.4,3.69,3.62,65.7,23.1,0,0,6,3.8,0
EMP10518,Sales,Mid,Master,49.6,69.7,8.3,6.0,59.4,3.41,3.04,58.4,20.3,2,0,6,42.4,0
EMP10519,Marketing,Mid,Bachelor,75.5,81.0,3.6,1.3,42.1,4.65,4.33,85.4,51.9,3,0,6,53.7,0
EMP10520,Marketing,Manager,Master,63.1,84.7,13.4,7.8,64.1,4.22,4.34,42.2,74.5,2,1,6,48.1,1
EMP10521,Engineering,Mid,Bachelor,50.1,59.2,8.8,2.6,84.0,3.91,4.27,91.3,53.8,1,1,6,1.0,0
EMP10522,Sales,Mid,Bachelor,77.9,69.0,2.2,0.9,76.4,3.49,4.13,64.6,22.3,1,0,6,17.2,0
EMP10523,Operations,Mid,Bachelor,95.3,46.3,6.4,5.0,68.3,3.92,3.8,70.1,28.8,2,1,6,13.6,0
EMP10524,Sales,Junior,Bachelor,87.3,84.6,1.7,0.9,54.1,3.69,3.38,58.7,17.4,0,0,6,39.2,0
EMP10525,Engineering,Mid,Bachelor,69.2,,5.2,4.0,71.2,3.27,3.18,38.3,19.0,3,0,6,35.0,0
EMP10526,Product,Junior,Master,72.1,71.0,1.0,0.3,82.2,3.78,4.65,62.8,18.5,2,1,6,1.0,1
EMP10527,Product,Junior,Bachelor,81.8,42.4,2.6,1.1,74.0,3.87,4.29,70.4,23.4,1,0,6,32.0,0
EMP10528,Marketing,Lead,Master,84.3,,15.1,7.6,70.3,3.46,3.26,75.8,31.2,1,0,6,45.4,0
EMP10529,Engineering,Mid,Master,68.2,58.2,3.2,1.6,56.8,4.29,3.78,61.8,29.4,0,0,6,37.2,0
EMP10530,Operations,Mid,Bachelor,72.4,61.4,3.4,2.9,80.1,4.54,3.54,29.9,41.7,0,1,6,36.6,1
EMP10531,Operations,Mid,Master,75.3,78.1,3.1,0.9,24.2,4.33,2.96,40.3,32.1,5,0,6,24.4,0
EMP10532,HR,Mid,Bachelor,78.1,73.3,9.8,7.4,73.4,3.52,3.87,97.8,39.8,2,1,6,12.7,1
EMP10533,Operations,Senior,Bachelor,70.5,63.7,8.0,6.1,99.0,4.19,3.46,47.5,42.9,4,0,6,33.2,1
EMP10534,Sales,Lead,Bachelor,70.7,61.6,10.9,6.1,46.9,3.75,3.08,87.8,22.5,0,1,6,34.8,0
EMP10535,Engineering,Manager,Master,87.2,71.6,12.1,5.1,64.6,2.9,2.71,50.1,27.0,0,0,6,43.2,0
EMP10536,Finance,Mid,Diploma,,64.7,3.9,2.1,67.9,4.14,2.66,62.1,112.0,1,0,6,45.9,0
EMP10537,Engineering,Mid,Bachelor,77.3,55.6,5.5,2.1,61.5,3.79,3.49,75.0,21.5,1,0,6,36.5,0
EMP10538,Engineering,Mid,Master,90.9,65.7,11.4,8.2,82.5,5.0,3.69,51.9,40.9,3,0,6,52.9,1
EMP10539,Marketing,Mid,Master,67.7,74.4,9.1,4.8,74.6,4.65,3.14,90.5,13.9,2,0,6,24.9,1
EMP10540,Product,Mid,Bachelor,89.9,67.7,4.1,3.3,70.1,4.16,4.21,66.2,43.5,2,1,6,6.8,1
EMP10541,Finance,Senior,Master,78.0,51.6,10.4,6.3,79.2,3.86,3.7,72.4,19.6,0,0,6,44.3,0
EMP10542,Marketing,Mid,Master,99.0,82.9,4.2,2.2,68.2,3.81,4.15,60.7,30.0,2,0,6,32.4,1
EMP10543,Product,Mid,Diploma,58.9,34.4,2.1,1.4,99.0,,,75.5,12.6,2,1,6,47.8,0
EMP10544,Sales,Mid,Diploma,64.4,64.2,8.2,4.3,70.1,2.57,3.2,90.3,28.4,1,0,6,10.7,0
EMP10545,HR,Mid,Bachelor,76.6,61.9,8.6,6.8,70.7,3.13,3.83,62.9,28.7,2,0,6,66.1,0
EMP10546,HR,Junior,Bachelor,76.4,71.9,5.3,1.7,44.1,3.67,2.87,92.7,26.4,1,0,6,44.8,0
EMP10547,Sales,Junior,Master,93.5,77.3,2.0,1.7,60.4,2.33,4.13,55.2,36.5,0,0,6,25.9,0
EMP10548,Operations,Senior,Bachelor,64.6,84.6,8.6,6.3,84.1,3.35,3.09,77.2,49.7,1,0,6,12.9,1
EMP10549,HR,Mid,Bachelor,82.0,60.7,7.6,5.8,49.3,3.54,4.39,72.8,16.9,2,1,6,53.5,0
EMP10550,HR,Junior,Diploma,84.8,77.6,3.9,2.0,37.8,3.56,,47.9,26.8,3,0,6,11.2,0
EMP10551,Sales,Mid,Bachelor,79.8,72.5,5.1,3.8,68.5,3.27,4.49,68.4,13.1,0,0,6,72.7,0
EMP10552,Engineering,Senior,Bachelor,61.4,47.7,5.4,2.2,87.2,3.48,2.96,65.1,9.7,0,0,6,25.4,0
EMP10553,Product,Mid,PhD,87.5,94.7,6.3,4.4,68.6,4.82,3.28,51.3,31.8,1,0,6,58.9,0
EMP10554,Sales,Lead,Bachelor,85.5,51.3,13.4,3.9,63.3,4.13,4.02,70.7,16.2,2,0,6,32.4,1
EMP10555,Engineering,Lead,Bachelor,78.6,75.5,8.4,3.4,42.0,3.34,4.57,67.3,29.3,3,1,6,59.9,1
EMP10556,Engineering,Senior,Diploma,74.2,75.1,10.4,5.1,74.3,3.66,4.92,63.8,32.5,4,0,6,18.3,1
EMP10557,Finance,Senior,Bachelor,,73.6,9.7,4.0,77.3,3.68,3.78,63.9,10.7,2,0,6,32.1,0
EMP10558,Finance,Junior,Bachelor,71.1,63.6,4.7,2.1,43.1,3.2,5.0,63.6,35.0,0,1,6,48.0,0
EMP10559,Finance,Manager,Bachelor,79.0,80.8,14.9,10.9,83.9,3.2,3.55,59.1,48.5,3,1,6,42.4,1
EMP10560,Sales,Mid,Diploma,72.3,49.7,4.5,1.7,78.7,4.36,4.52,67.2,39.0,1,1,6,55.9,0
EMP10561,Engineering,Lead,Bachelor,62.7,69.1,7.4,5.1,83.9,3.43,3.09,54.7,17.1,6,1,6,23.8,0
EMP10562,Marketing,Mid,Master,60.5,62.7,4.8,1.2,76.2,2.99,4.04,99.0,28.3,0,0,6,35.2,0
EMP10563,Operations,Junior,Bachelor,63.7,61.2,5.0,3.5,77.2,3.67,2.11,42.5,30.0,1,0,6,56.5,0
EMP10564,Operations,Junior,Bachelor,74.4,75.6,1.8,1.3,75.3,3.78,2.96,55.6,27.0,2,1,6,18.7,1
EMP10565,Operations,Senior,Diploma,71.7,84.0,7.5,3.5,80.2,2.42,4.08,56.9,13.5,5,1,6,40.2,1
EMP10566,Marketing,Mid,Master,74.4,65.5,2.0,1.3,42.5,3.67,2.83,97.6,18.7,1,0,6,29.3,0
EMP10567,Sales,Junior,Diploma,77.5,80.1,6.9,5.5,47.0,4.26,4.05,43.9,25.8,2,0,6,34.3,1
EMP10568,Engineering,Senior,Bachelor,65.1,70.6,10.8,7.8,57.7,3.99,4.38,71.8,32.3,3,1,6,33.8,0
EMP10569,Finance,Lead,Master,88.1,58.4,12.7,5.8,66.2,5.0,3.4,69.0,21.4,3,0,6,20.3,0
EMP10570,Engineering,Mid,PhD,69.1,66.6,8.1,4.2,73.4,4.51,3.07,70.3,5.8,1,0,6,28.3,0
EMP10571,Marketing,Mid,Bachelor,67.2,66.1,7.3,5.2,72.5,4.64,3.42,84.8,9.0,2,0,6,35.7,1
EMP10572,Finance,Junior,Bachelor,77.3,60.9,2.5,1.0,83.6,5.0,3.07,84.5,22.1,1,0,6,32.2,0
EMP10573,Marketing,Senior,PhD,51.8,75.6,8.6,6.2,84.1,4.19,3.68,57.8,63.3,3,0,6,59.7,0
EMP10574,Marketing,Mid,Bachelor,63.3,73.1,5.1,2.1,55.8,3.81,3.82,68.1,35.1,1,0,6,50.0,0
EMP10575,Finance,Lead,Master,82.8,49.3,16.8,12.2,71.3,4.33,3.54,35.2,31.8,2,1,6,41.3,1
EMP10576,Product,Mid,,52.9,48.5,7.2,1.8,,3.34,4.92,66.6,18.5,0,0,6,22.5,0
EMP10577,Finance,Mid,Bachelor,84.3,75.5,5.0,1.1,65.4,3.77,3.25,52.3,22.7,2,0,6,16.6,1
EMP10578,Marketing,Mid,Bachelor,88.6,59.4,7.0,5.9,72.5,3.28,4.72,62.0,8.5,0,0,6,69.8,0
EMP10579,Engineering,Junior,Bachelor,67.9,73.9,0.8,0.6,20.3,3.96,3.02,38.0,17.8,0,0,6,13.5,0
EMP10580,Finance,Senior,Bachelor,75.2,80.2,12.3,9.5,99.0,3.28,,71.5,34.3,3,1,6,32.6,1
EMP10581,Finance,Mid,Bachelor,84.3,53.5,4.5,3.7,75.9,3.25,4.58,37.9,31.9,0,0,6,41.9,0
EMP10582,Sales,Mid,Master,,,7.1,3.4,59.7,3.97,4.54,67.4,20.3,1,0,6,30.1,0
EMP10583,HR,Manager,Bachelor,81.5,91.8,15.3,5.9,95.0,,3.46,45.4,27.0,3,0,6,10.4,0
EMP10584,Product,Manager,Master,,74.6,13.8,3.9,63.1,2.45,4.14,51.4,29.4,4,0,6,17.4,0
EMP10585,Operations,Lead,Bachelor,66.7,,11.2,5.9,69.9,2.75,4.04,83.5,20.9,5,0,6,23.6,1
EMP10586,Engineering,Junior,Bachelor,63.2,,3.0,1.0,61.2,2.95,,74.4,36.2,0,1,6,21.8,0
EMP10587,Engineering,Senior,Bachelor,75.8,63.4,8.9,7.2,91.1,3.13,4.18,83.4,31.6,6,0,6,57.5,1
EMP10588,Engineering,Lead,Master,84.7,54.5,9.7,2.0,66.5,3.97,5.0,90.0,23.1,1,0,6,35.0,0
EMP10589,Sales,Mid,Bachelor,70.0,81.5,5.0,1.5,70.1,3.84,4.08,52.6,14.1,2,1,6,20.9,1
EMP10590,Product,Junior,,58.0,59.9,6.3,2.3,84.9,4.39,4.15,89.0,22.2,1,0,6,36.1,0
EMP10591,HR,Lead,PhD,60.1,84.2,10.8,3.6,76.2,4.19,4.22,41.6,21.5,4,0,6,41.9,1
EMP10592,Engineering,Mid,Master,76.3,64.8,4.3,1.5,67.2,4.4,2.73,76.9,20.3,1,0,6,27.1,0
EMP10593,Finance,Mid,Bachelor,92.3,56.4,4.9,3.1,83.5,4.1,4.07,57.1,11.0,2,1,6,51.1,1
EMP10594,Sales,Manager,Diploma,76.3,64.5,15.4,6.4,99.0,3.84,3.04,50.1,54.9,4,0,6,10.5,1
EMP10595,Engineering,Senior,Bachelor,67.7,35.9,10.5,6.3,72.4,4.41,3.34,74.8,53.6,5,0,6,59.6,0
EMP10596,Operations,Mid,Bachelor,80.4,68.4,7.2,5.6,69.6,4.3,5.0,80.1,26.5,3,1,6,32.5,1
EMP10597,Operations,Mid,Bachelor,69.4,67.8,5.4,3.2,70.4,3.94,3.57,79.6,32.2,1,1,6,31.9,0
EMP10598,Product,Mid,Bachelor,67.8,80.7,7.3,4.8,86.3,4.53,3.23,68.4,35.9,1,1,6,18.0,0
EMP10599,Operations,Junior,Bachelor,61.5,45.5,1.6,0.7,59.6,2.18,,67.1,26.7,2,0,6,14.7,0
EMP10600,HR,Senior,Master,87.5,85.1,8.4,2.6,64.1,3.51,3.09,73.4,33.4,6,1,6,1.0,1
EMP10601,Marketing,Lead,Bachelor,44.1,80.7,13.1,5.3,46.5,3.5,3.44,69.9,38.4,3,0,6,16.7,0
EMP10602,Product,Mid,Master,80.8,86.3,7.9,6.5,51.4,4.45,4.62,73.7,31.0,1,1,6,40.0,1
EMP10603,Operations,Mid,Diploma,66.9,69.3,3.8,2.3,60.8,4.72,3.78,68.3,41.8,1,1,6,15.2,0
EMP10604,Product,Lead,Master,67.5,83.2,9.1,3.5,67.2,2.76,2.66,78.5,19.9,7,0,6,2.2,1
EMP10605,Marketing,Junior,Master,90.6,50.9,3.2,1.6,92.8,4.62,4.13,39.0,28.3,1,0,6,19.5,1
EMP10606,Marketing,Mid,Master,64.1,79.3,9.8,7.3,75.5,2.94,3.47,62.9,92.5,2,0,6,23.8,0
EMP10607,Sales,Mid,Diploma,64.5,60.0,1.8,1.1,55.2,2.96,4.83,42.9,46.6,3,1,6,28.0,0
EMP10608,Operations,Senior,Bachelor,70.6,48.5,9.6,5.4,57.8,3.55,3.33,69.4,31.4,1,0,6,33.9,0
EMP10609,HR,Junior,Bachelor,76.6,55.4,0.0,0.0,87.2,3.49,4.49,91.3,16.9,2,1,6,53.6,1
EMP10610,Finance,Senior,Master,67.1,70.1,7.6,4.8,83.8,2.69,4.99,57.4,29.1,3,0,6,54.9,0
EMP10611,Operations,Mid,Master,54.7,59.3,5.2,3.2,68.4,4.12,3.15,67.0,45.1,2,0,6,70.4,0
EMP10612,Product,Senior,Bachelor,62.5,74.9,8.1,2.6,61.8,4.14,3.61,77.1,40.5,0,0,6,2.3,0
EMP10613,Product,Junior,Master,86.1,46.5,1.8,0.5,83.7,4.39,4.02,31.9,9.4,0,1,6,21.2,0
EMP10614,Engineering,Mid,Bachelor,72.8,42.3,6.0,5.0,54.1,3.42,3.15,56.6,11.3,3,0,6,50.0,0
EMP10615,Operations,Mid,Diploma,77.0,87.8,4.8,2.8,73.5,3.67,3.94,70.8,11.6,3,0,6,21.0,1
EMP10616,Operations,Junior,Bachelor,69.1,81.7,0.0,0.0,99.0,3.68,3.59,18.6,36.1,4,0,6,45.8,1
EMP10617,Engineering,Junior,Bachelor,64.7,56.4,4.7,2.7,70.9,4.8,3.58,49.4,11.7,2,1,6,38.6,0
EMP10618,Sales,Junior,Bachelor,90.5,70.0,4.7,1.1,57.1,1.86,3.78,82.6,16.5,1,1,6,60.8,0
EMP10619,Sales,Mid,Bachelor,69.9,83.3,7.9,5.8,73.7,3.08,3.8,81.0,26.2,2,0,6,48.8,0
EMP10620,Marketing,Junior,Bachelor,67.1,,0.0,0.0,61.4,3.7,3.86,71.0,48.8,0,0,6,50.5,0
EMP10621,Finance,Manager,Bachelor,84.1,71.9,13.7,9.9,,2.99,3.33,79.1,37.0,3,0,6,24.6,0
EMP10622,Product,Mid,Bachelor,64.1,84.2,7.5,4.1,77.8,3.53,3.36,68.4,24.6,3,0,6,28.1,0
EMP10623,HR,Senior,Bachelor,65.5,60.5,6.7,2.5,83.6,3.62,3.67,73.9,42.4,3,1,6,28.6,0
EMP10624,Product,Manager,Bachelor,72.1,70.4,13.0,2.9,63.6,3.27,3.72,59.9,72.4,2,0,6,5.2,0
